Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2023-101131,2023-08-31,2023-09-04,First Class,CUST-5182,Manuela Granados,Home Office,United States,Seattle,,29477,North,PROD-1264,Technology,Accessories,Accessories 777,908.96,5,0.19,71.05
CA-2020-101132,2020-01-25,2020-01-27,Second Class,CUST-6136,Sara Lopez,Consumer,Mexico,Monterrey,,61188,West,PROD-9140,Technology,Phones,Phones 901,946.56,2,0.06,200.26
CA-2022-101133,2022-07-04,2022-07-07,Standard Class,CUST-1110,Alejandro Robles,Consumer,Peru,Lima,,51986,North,PROD-4559,Office Supplies,Paper,Paper 549,89.41,7,0.27,-16.19
CA-2023-101134,2023-10-15,2023-10-16,Second Class,CUST-7816,Luisa Morales,Corporate,Argentina,Córdoba,,50024,East,PROD-1740,Furniture,Tables,Tables 746,1481.84,3,0.11,27.77
CA-2022-101135,2022-07-04,2022-07-09,Second Class,CUST-7638,Sara Lopez,Corporate,Mexico,Monterrey,,37265,West,PROD-6612,Furniture,Chairs,Chairs 169,4303.89,6,0.09,926.45
CA-2021-101136,2021-11-10,2021-11-12,Standard Class,CUST-3188,Juan Perez,Home Office,Spain,Madrid,,10881,South,PROD-7063,Office Supplies,Binders,Binders 256,23.69,3,0.17,1.48
CA-2023-101137,2023-03-14,2023-03-21,Second Class,CUST-5809,Manuela Granados,Home Office,Peru,Arequipa,,11929,Central,PROD-7345,Office Supplies,Paper,Paper 179,72.73,8,0.05,4.27
CA-2020-101138,2020-09-17,2020-09-21,Same Day,CUST-2208,Manuela Granados,Corporate,Argentina,Buenos Aires,,93748,West,PROD-1036,Office Supplies,Paper,Paper 723,72.19,2,0.29,-0.01
CA-2024-101139,2024-04-26,2024-05-03,Same Day,CUST-1424,Maria Garcia,Consumer,Brazil,São Paulo,,44750,North,PROD-3747,Office Supplies,Storage,Storage 18,17.03,5,0.03,4.24
CA-2019-101140,2019-10-02,2019-10-08,Standard Class,CUST-4962,Sara Lopez,Corporate,Peru,Arequipa,,78480,West,PROD-5854,Furniture,Tables,Tables 516,620.1,1,0.18,0.96
CA-2020-101141,2020-01-09,2020-01-11,First Class,CUST-2222,David Charry,Home Office,Spain,Barcelona,,86019,North,PROD-6690,Furniture,Chairs,Chairs 234,2208.06,8,0.07,760.57
CA-2019-101142,2019-12-16,2019-12-23,First Class,CUST-7127,Juan Perez,Home Office,Chile,Valparaíso,,74926,East,PROD-6071,Office Supplies,Labels,Labels 595,369.93,9,0.17,59.63
CA-2020-101143,2020-01-17,2020-01-18,Same Day,CUST-3519,Juan Perez,Consumer,Peru,Arequipa,,82986,South,PROD-8913,Technology,Accessories,Accessories 523,4333.38,6,0.02,639.8
CA-2023-101144,2023-11-04,2023-11-08,Standard Class,CUST-4217,Carlos Ramirez,Home Office,Chile,Concepción,,32357,North,PROD-5357,Office Supplies,Envelopes,Envelopes 531,259.74,8,0.04,60.16
CA-2020-101145,2020-01-31,2020-02-03,Second Class,CUST-1531,Luisa Morales,Consumer,United States,Los Angeles,,60697,East,PROD-2231,Furniture,Bookcases,Bookcases 970,1051.31,3,0.15,296.47
CA-2023-101146,2023-03-07,2023-03-09,Same Day,CUST-3329,Carlos Ramirez,Corporate,Colombia,Cali,,62429,East,PROD-1393,Furniture,Chairs,Chairs 418,1518.25,3,0.2,255.88
CA-2020-101147,2020-06-16,2020-06-17,Same Day,CUST-2639,Manuela Granados,Consumer,United States,Austin,,55652,Central,PROD-9973,Furniture,Bookcases,Bookcases 671,2449.37,8,0.14,279.11
CA-2019-101148,2019-09-03,2019-09-08,Same Day,CUST-4522,Carlos Ramirez,Corporate,United States,Los Angeles,,92083,Central,PROD-7104,Furniture,Furnishings,Furnishings 700,867.95,9,0.22,-103.31
CA-2022-101149,2022-09-12,2022-09-18,Standard Class,CUST-8691,Luisa Morales,Home Office,Spain,Madrid,,80585,East,PROD-8315,Office Supplies,Paper,Paper 566,104.01,3,0.18,10.84
CA-2020-101150,2020-05-15,2020-05-19,First Class,CUST-7607,Sara Lopez,Consumer,Colombia,Cali,,67304,East,PROD-8407,Office Supplies,Envelopes,Envelopes 482,41.67,1,0.24,0.34
CA-2023-101151,2023-08-10,2023-08-12,Second Class,CUST-7658,Alejandro Robles,Home Office,United States,New York,,42734,East,PROD-4514,Furniture,Chairs,Chairs 514,2132.62,9,0.09,615.99
CA-2022-101152,2022-12-19,2022-12-21,First Class,CUST-7037,Sara Lopez,Corporate,Spain,Madrid,,25860,Central,PROD-5695,Furniture,Furnishings,Furnishings 844,699.5,3,0.09,77.75
CA-2023-101153,2023-09-29,2023-10-02,Standard Class,CUST-1239,David Charry,Home Office,Peru,Cusco,,51815,Central,PROD-2944,Office Supplies,Envelopes,Envelopes 418,64.84,2,0.2,9.46
CA-2019-101154,2019-07-30,2019-08-02,Second Class,CUST-2353,David Charry,Corporate,Argentina,Rosario,,59831,South,PROD-3880,Furniture,Bookcases,Bookcases 469,3656.13,6,0.13,920.86
CA-2022-101155,2022-03-24,2022-03-29,First Class,CUST-3347,Alejandro Robles,Consumer,Canada,Vancouver,,98296,East,PROD-4708,Furniture,Tables,Tables 375,3591.78,7,0.22,-461.26
CA-2022-101156,2022-07-03,2022-07-09,Standard Class,CUST-9003,Juan Perez,Corporate,Brazil,Rio de Janeiro,,75316,Central,PROD-2505,Furniture,Chairs,Chairs 723,1709.39,3,0.05,141.7
CA-2022-101157,2022-12-11,2022-12-16,Second Class,CUST-4238,Carlos Ramirez,Home Office,Colombia,Cali,,84975,North,PROD-9452,Technology,Copiers,Copiers 618,5401.9,9,0.03,724.15
CA-2020-101158,2020-02-29,2020-03-01,Second Class,CUST-5231,Alejandro Robles,Home Office,Canada,Montreal,,67052,South,PROD-8656,Office Supplies,Labels,Labels 813,252.74,6,0.2,-1.5
CA-2024-101159,2024-09-09,2024-09-10,Second Class,CUST-9294,David Charry,Corporate,Argentina,Córdoba,,14334,East,PROD-6549,Office Supplies,Storage,Storage 792,93.49,4,0.25,5.63
CA-2021-101160,2021-05-21,2021-05-26,Standard Class,CUST-3577,Manuela Granados,Home Office,Chile,Concepción,,85409,West,PROD-1675,Furniture,Furnishings,Furnishings 392,2417.08,5,0.21,-319.86
CA-2020-101161,2020-09-25,2020-10-01,Second Class,CUST-7018,Luisa Morales,Corporate,Canada,Vancouver,,35110,North,PROD-2285,Technology,Phones,Phones 685,3911.68,4,0.13,194.62
CA-2024-101162,2024-05-29,2024-06-03,Standard Class,CUST-2314,Sara Lopez,Corporate,United States,New York,,47471,West,PROD-6272,Office Supplies,Envelopes,Envelopes 219,138.0,7,0.48,-99.49
CA-2021-101163,2021-07-07,2021-07-13,First Class,CUST-9207,Alejandro Robles,Corporate,Peru,Arequipa,,83513,East,PROD-9524,Furniture,Bookcases,Bookcases 483,2446.71,4,0.15,-38.23
CA-2020-101164,2020-03-19,2020-03-25,Standard Class,CUST-7964,Alejandro Robles,Home Office,Argentina,Rosario,,11745,West,PROD-8067,Technology,Machines,Machines 121,1783.8,6,0.08,553.09
CA-2022-101165,2022-12-05,2022-12-12,Same Day,CUST-5587,Manuela Granados,Corporate,Mexico,Guadalajara,,63462,South,PROD-1356,Technology,Accessories,Accessories 428,6004.96,6,0.15,1296.74
CA-2023-101166,2023-02-14,2023-02-18,Same Day,CUST-8283,Alejandro Robles,Consumer,Chile,Valparaíso,,88879,East,PROD-1149,Office Supplies,Paper,Paper 518,21.22,1,0.12,3.38
CA-2020-101167,2020-04-15,2020-04-21,Standard Class,CUST-2935,Alejandro Robles,Consumer,Canada,Montreal,,65721,West,PROD-7749,Furniture,Furnishings,Furnishings 478,492.51,1,0.11,107.41
CA-2022-101168,2022-02-15,2022-02-18,Second Class,CUST-6856,Luisa Morales,Home Office,Colombia,Bogotá,,90984,West,PROD-4666,Furniture,Chairs,Chairs 46,2722.55,7,0.21,261.97
CA-2021-101169,2021-07-15,2021-07-21,Standard Class,CUST-3737,Juan Perez,Corporate,United States,Chicago,,77818,Central,PROD-6493,Technology,Accessories,Accessories 759,2983.35,7,0.37,-1007.26
CA-2023-101170,2023-10-24,2023-10-30,Standard Class,CUST-4974,Manuela Granados,Home Office,Argentina,Córdoba,,95222,West,PROD-6905,Technology,Phones,Phones 582,2873.65,3,0.17,-57.93
CA-2019-101171,2019-04-18,2019-04-24,First Class,CUST-5133,Juan Perez,Home Office,Colombia,Medellín,,88033,Central,PROD-2880,Furniture,Furnishings,Furnishings 208,259.46,2,0.31,-78.5
CA-2021-101172,2021-12-31,2022-01-07,First Class,CUST-4505,Maria Garcia,Home Office,Brazil,Brasília,,31944,East,PROD-2084,Technology,Copiers,Copiers 553,53.77,1,0.3,-14.57
CA-2019-101173,2019-04-29,2019-05-06,Second Class,CUST-9804,Manuela Granados,Consumer,Chile,Valparaíso,,43688,North,PROD-9567,Office Supplies,Binders,Binders 806,23.72,2,0.14,-0.07
CA-2021-101174,2021-01-08,2021-01-09,Standard Class,CUST-5987,Manuela Granados,Consumer,Spain,Madrid,,66478,Central,PROD-4625,Technology,Accessories,Accessories 47,1356.98,5,0.19,27.4
CA-2022-101175,2022-01-24,2022-01-31,First Class,CUST-8453,Luisa Morales,Home Office,Mexico,CDMX,,16172,East,PROD-3032,Technology,Machines,Machines 961,6650.29,8,0.03,1314.45
CA-2022-101176,2022-06-19,2022-06-22,Second Class,CUST-7461,Carlos Ramirez,Consumer,Peru,Lima,,12512,Central,PROD-5083,Office Supplies,Envelopes,Envelopes 877,139.54,5,0.05,15.04
CA-2022-101177,2022-10-23,2022-10-26,First Class,CUST-7233,Alejandro Robles,Consumer,United States,Chicago,,85186,North,PROD-8926,Office Supplies,Paper,Paper 906,287.55,7,0.29,-42.67
CA-2022-101178,2022-12-08,2022-12-15,Same Day,CUST-1974,David Charry,Corporate,Peru,Lima,,40365,East,PROD-2689,Furniture,Furnishings,Furnishings 576,674.78,1,0.08,37.97
CA-2019-101179,2019-01-26,2019-01-31,Same Day,CUST-5044,Alejandro Robles,Home Office,United States,Chicago,,82920,West,PROD-4433,Technology,Copiers,Copiers 568,9510.91,9,0.09,3063.55
CA-2021-101180,2021-01-13,2021-01-17,First Class,CUST-1383,Carlos Ramirez,Corporate,Colombia,Bogotá,,94244,Central,PROD-6884,Technology,Machines,Machines 789,1588.51,4,0.2,135.25
CA-2020-101181,2020-08-09,2020-08-16,Second Class,CUST-8765,Carlos Ramirez,Consumer,Spain,Barcelona,,38281,Central,PROD-2522,Technology,Machines,Machines 692,5745.21,8,0.4,-452.3
CA-2023-101182,2023-06-30,2023-07-06,First Class,CUST-5954,Juan Perez,Consumer,Argentina,Córdoba,,65427,East,PROD-1744,Furniture,Bookcases,Bookcases 480,1048.7,6,0.38,-250.04
CA-2019-101183,2019-10-13,2019-10-15,First Class,CUST-9819,Carlos Ramirez,Consumer,Colombia,Cali,,26473,Central,PROD-1376,Office Supplies,Envelopes,Envelopes 815,70.83,2,0.18,13.14
CA-2020-101184,2020-08-04,2020-08-08,Second Class,CUST-8811,Alejandro Robles,Home Office,Brazil,Rio de Janeiro,,44341,Central,PROD-8343,Technology,Copiers,Copiers 52,3707.78,8,0.45,-1642.61
CA-2019-101185,2019-05-06,2019-05-10,Second Class,CUST-8378,Alejandro Robles,Corporate,Chile,Valparaíso,,76561,East,PROD-4097,Office Supplies,Paper,Paper 252,387.55,9,0.17,87.25
CA-2020-101186,2020-01-11,2020-01-14,Same Day,CUST-9777,Sara Lopez,Consumer,Peru,Lima,,47372,Central,PROD-4345,Office Supplies,Labels,Labels 783,209.91,6,0.2,16.88
CA-2024-101187,2024-12-12,2024-12-16,Same Day,CUST-7804,Manuela Granados,Consumer,Canada,Vancouver,,36000,North,PROD-3768,Technology,Copiers,Copiers 965,489.5,1,0.12,99.22
CA-2021-101188,2021-05-31,2021-06-07,Same Day,CUST-1016,Sara Lopez,Consumer,Brazil,Rio de Janeiro,,69938,Central,PROD-6734,Office Supplies,Art,Art 826,125.22,4,0.3,-31.67
CA-2023-101189,2023-03-21,2023-03-27,Standard Class,CUST-4338,David Charry,Consumer,United States,Los Angeles,,58861,West,PROD-5557,Technology,Phones,Phones 365,3546.85,5,0.29,-563.18
CA-2023-101190,2023-09-16,2023-09-22,Same Day,CUST-9778,Alejandro Robles,Home Office,Chile,Santiago,,91399,North,PROD-9392,Technology,Accessories,Accessories 454,5985.76,8,0.12,281.62
CA-2024-101191,2024-02-02,2024-02-03,First Class,CUST-7369,Sara Lopez,Corporate,United States,Chicago,,62445,North,PROD-3534,Technology,Phones,Phones 179,1491.43,2,0.27,-42.48
CA-2022-101192,2022-10-28,2022-11-03,First Class,CUST-9760,Sara Lopez,Consumer,Canada,Montreal,,99938,South,PROD-4739,Furniture,Bookcases,Bookcases 576,653.94,2,0.09,127.76
CA-2020-101193,2020-10-06,2020-10-12,Standard Class,CUST-4450,Juan Perez,Corporate,Chile,Concepción,,95639,South,PROD-4395,Furniture,Furnishings,Furnishings 329,386.27,1,0.13,13.76
CA-2023-101194,2023-02-24,2023-02-27,Standard Class,CUST-3494,Maria Garcia,Consumer,Chile,Concepción,,87303,Central,PROD-8732,Office Supplies,Paper,Paper 640,82.57,2,0.13,22.72
CA-2022-101195,2022-06-30,2022-07-06,Same Day,CUST-4529,David Charry,Corporate,United States,Los Angeles,,76224,Central,PROD-2918,Furniture,Tables,Tables 577,635.25,8,0.02,243.2
CA-2022-101196,2022-08-21,2022-08-22,Second Class,CUST-7501,Sara Lopez,Consumer,Colombia,Medellín,,96128,North,PROD-7086,Technology,Copiers,Copiers 444,3228.57,6,0.02,1155.37
CA-2019-101197,2019-12-14,2019-12-16,Same Day,CUST-3887,Manuela Granados,Home Office,United States,Los Angeles,,33997,South,PROD-7681,Technology,Phones,Phones 225,369.14,1,0.26,-18.17
CA-2019-101198,2019-08-04,2019-08-11,Standard Class,CUST-9003,Manuela Granados,Home Office,Spain,Valencia,,34490,North,PROD-8691,Technology,Machines,Machines 459,2929.11,5,0.03,326.28
CA-2020-101199,2020-09-29,2020-10-02,Second Class,CUST-6887,Maria Garcia,Home Office,Peru,Cusco,,15293,North,PROD-8734,Technology,Machines,Machines 698,876.84,9,0.53,-782.94
CA-2020-101200,2020-10-06,2020-10-08,First Class,CUST-4352,Sara Lopez,Consumer,Brazil,São Paulo,,38172,Central,PROD-8455,Furniture,Tables,Tables 655,254.38,4,0.27,-16.43
CA-2019-101201,2019-07-23,2019-07-26,Same Day,CUST-2797,Carlos Ramirez,Corporate,Canada,Montreal,,77733,East,PROD-6043,Office Supplies,Labels,Labels 210,59.7,2,0.14,4.1
CA-2019-101202,2019-12-01,2019-12-06,First Class,CUST-9923,Luisa Morales,Consumer,Chile,Concepción,,41212,North,PROD-6324,Furniture,Tables,Tables 24,1509.97,4,0.34,-415.88
CA-2022-101203,2022-01-19,2022-01-23,Standard Class,CUST-9379,Carlos Ramirez,Corporate,Argentina,Buenos Aires,,27938,North,PROD-6171,Furniture,Chairs,Chairs 652,2570.85,6,0.27,359.37
CA-2023-101204,2023-12-20,2023-12-25,Standard Class,CUST-7372,Manuela Granados,Home Office,Brazil,Rio de Janeiro,,13837,Central,PROD-9551,Office Supplies,Storage,Storage 5,188.36,6,0.16,43.75
CA-2023-101205,2023-10-03,2023-10-09,Same Day,CUST-6207,Sara Lopez,Corporate,Spain,Madrid,,55635,North,PROD-6817,Office Supplies,Labels,Labels 755,150.83,7,0.28,7.23
CA-2024-101206,2024-06-12,2024-06-14,Standard Class,CUST-2545,Luisa Morales,Corporate,United States,Los Angeles,,56266,West,PROD-9561,Office Supplies,Binders,Binders 14,141.42,7,0.04,33.95
CA-2023-101207,2023-12-16,2023-12-22,Second Class,CUST-1583,Manuela Granados,Consumer,United States,Seattle,,84383,West,PROD-6389,Technology,Accessories,Accessories 762,846.6,4,0.12,171.78
CA-2023-101208,2023-08-24,2023-08-28,Standard Class,CUST-1166,Carlos Ramirez,Home Office,Spain,Barcelona,,33039,South,PROD-7443,Office Supplies,Art,Art 993,85.27,2,0.12,10.49
CA-2022-101209,2022-01-23,2022-01-26,Standard Class,CUST-3614,Manuela Granados,Home Office,Brazil,São Paulo,,10620,Central,PROD-2879,Office Supplies,Envelopes,Envelopes 597,97.42,4,0.2,20.28
CA-2021-101210,2021-06-01,2021-06-05,Second Class,CUST-9676,Carlos Ramirez,Consumer,Chile,Valparaíso,,34821,South,PROD-5264,Technology,Machines,Machines 888,2578.72,4,0.17,15.39
CA-2024-101211,2024-09-29,2024-09-30,First Class,CUST-9951,David Charry,Corporate,Mexico,Monterrey,,84525,East,PROD-9117,Technology,Phones,Phones 380,853.93,1,0.27,67.08
CA-2020-101212,2020-04-11,2020-04-15,Second Class,CUST-3098,Luisa Morales,Home Office,Chile,Concepción,,20935,South,PROD-7761,Office Supplies,Binders,Binders 392,226.21,4,0.05,15.71
CA-2022-101213,2022-11-14,2022-11-15,Standard Class,CUST-5610,Maria Garcia,Home Office,Brazil,São Paulo,,93004,East,PROD-8821,Office Supplies,Paper,Paper 898,239.27,9,0.16,-10.25
CA-2023-101214,2023-10-27,2023-10-31,Second Class,CUST-6717,Juan Perez,Home Office,Spain,Valencia,,14052,North,PROD-4134,Technology,Machines,Machines 551,1644.7,6,0.1,260.83
CA-2020-101215,2020-03-30,2020-04-06,First Class,CUST-5692,Carlos Ramirez,Corporate,Chile,Santiago,,71711,East,PROD-9346,Furniture,Chairs,Chairs 169,2908.96,6,0.06,168.53
CA-2022-101216,2022-03-06,2022-03-07,First Class,CUST-2615,Manuela Granados,Home Office,Chile,Santiago,,90912,Central,PROD-8994,Office Supplies,Art,Art 153,26.53,3,0.29,-3.56
CA-2024-101217,2024-06-16,2024-06-18,First Class,CUST-4195,Juan Perez,Corporate,Peru,Arequipa,,21955,East,PROD-9345,Furniture,Tables,Tables 907,3188.12,7,0.43,-1128.53
CA-2024-101218,2024-11-28,2024-12-04,Second Class,CUST-9035,Alejandro Robles,Consumer,Brazil,São Paulo,,58555,West,PROD-1419,Furniture,Chairs,Chairs 467,4126.97,9,0.08,448.66
CA-2022-101219,2022-06-17,2022-06-23,Second Class,CUST-8477,Maria Garcia,Home Office,Spain,Madrid,,82792,West,PROD-6998,Office Supplies,Storage,Storage 603,194.18,9,0.06,19.89
CA-2019-101220,2019-07-06,2019-07-11,Standard Class,CUST-9144,Luisa Morales,Corporate,Argentina,Rosario,,78446,South,PROD-1054,Technology,Accessories,Accessories 701,4700.86,7,0.12,1089.68
CA-2021-101221,2021-06-22,2021-06-28,First Class,CUST-1129,Manuela Granados,Consumer,Canada,Vancouver,,49566,South,PROD-2417,Office Supplies,Binders,Binders 151,306.83,8,0.27,-24.49
CA-2023-101222,2023-06-07,2023-06-10,Standard Class,CUST-7287,Manuela Granados,Corporate,Canada,Vancouver,,65619,West,PROD-2405,Technology,Accessories,Accessories 455,4374.07,6,0.15,-190.36
CA-2019-101223,2019-08-13,2019-08-20,First Class,CUST-8663,Manuela Granados,Consumer,Spain,Barcelona,,88682,Central,PROD-9553,Office Supplies,Labels,Labels 796,23.99,4,0.13,2.04
CA-2019-101224,2019-02-01,2019-02-05,First Class,CUST-5533,Alejandro Robles,Consumer,Argentina,Buenos Aires,,44409,North,PROD-2042,Office Supplies,Art,Art 225,22.9,6,0.29,-1.43
CA-2021-101225,2021-04-17,2021-04-22,Second Class,CUST-2480,Juan Perez,Consumer,Mexico,Monterrey,,81493,South,PROD-8698,Furniture,Chairs,Chairs 196,1948.34,6,0.07,487.78
CA-2022-101226,2022-05-19,2022-05-22,Same Day,CUST-3072,Sara Lopez,Consumer,Peru,Lima,,85019,South,PROD-7651,Office Supplies,Art,Art 98,70.37,3,0.15,0.47
CA-2021-101227,2021-05-15,2021-05-18,Second Class,CUST-2041,Sara Lopez,Home Office,Colombia,Bogotá,,73372,South,PROD-6889,Furniture,Furnishings,Furnishings 855,1434.84,6,0.32,-323.61
CA-2020-101228,2020-07-16,2020-07-17,Standard Class,CUST-7122,Sara Lopez,Consumer,Argentina,Rosario,,22054,Central,PROD-6710,Technology,Machines,Machines 429,2298.67,4,0.12,98.12
CA-2021-101229,2021-11-12,2021-11-18,First Class,CUST-2713,Juan Perez,Corporate,Spain,Valencia,,53441,East,PROD-8936,Office Supplies,Art,Art 117,381.31,8,0.12,93.32
CA-2022-101230,2022-03-31,2022-04-02,Same Day,CUST-5275,Juan Perez,Corporate,Argentina,Rosario,,18834,Central,PROD-2656,Technology,Machines,Machines 619,2149.32,3,0.1,65.71
CA-2022-101231,2022-09-05,2022-09-07,Second Class,CUST-8230,Sara Lopez,Consumer,Canada,Vancouver,,11943,South,PROD-9803,Office Supplies,Binders,Binders 436,58.0,7,0.33,-16.21
CA-2020-101232,2020-05-06,2020-05-11,Same Day,CUST-4464,Maria Garcia,Consumer,Mexico,Guadalajara,,95873,Central,PROD-8426,Technology,Phones,Phones 947,638.0,7,0.11,37.66
CA-2019-101233,2019-02-01,2019-02-08,Same Day,CUST-1418,Sara Lopez,Home Office,Mexico,Guadalajara,,32159,South,PROD-3352,Technology,Machines,Machines 438,5240.35,6,0.2,1187.77
CA-2024-101234,2024-07-30,2024-08-01,Second Class,CUST-3021,Maria Garcia,Corporate,Brazil,Brasília,,99698,East,PROD-4624,Office Supplies,Storage,Storage 201,175.23,5,0.16,1.66
CA-2023-101235,2023-10-30,2023-11-03,First Class,CUST-9400,Carlos Ramirez,Home Office,Chile,Valparaíso,,81616,South,PROD-8504,Office Supplies,Paper,Paper 739,75.94,7,0.21,-3.91
CA-2020-101236,2020-12-20,2020-12-22,First Class,CUST-5004,Alejandro Robles,Consumer,Brazil,Rio de Janeiro,,44833,East,PROD-2181,Office Supplies,Labels,Labels 674,37.19,1,0.12,6.93
CA-2020-101237,2020-06-13,2020-06-18,First Class,CUST-3254,Manuela Granados,Corporate,Argentina,Buenos Aires,,36082,North,PROD-9042,Furniture,Chairs,Chairs 450,3734.74,8,0.35,-689.75
CA-2023-101238,2023-04-07,2023-04-09,First Class,CUST-2514,Maria Garcia,Consumer,Spain,Madrid,,23627,West,PROD-4970,Office Supplies,Storage,Storage 624,18.39,3,0.16,0.36
CA-2024-101239,2024-12-21,2024-12-25,First Class,CUST-6779,Maria Garcia,Home Office,Canada,Montreal,,89397,West,PROD-8150,Technology,Accessories,Accessories 354,2260.64,2,0.03,619.28
CA-2021-101240,2021-07-31,2021-08-01,Standard Class,CUST-4420,Maria Garcia,Consumer,Spain,Barcelona,,40539,East,PROD-3068,Office Supplies,Art,Art 711,80.74,5,0.13,14.95
CA-2024-101241,2024-08-11,2024-08-18,First Class,CUST-7389,Alejandro Robles,Corporate,Colombia,Cali,,23910,East,PROD-8882,Furniture,Bookcases,Bookcases 170,1854.21,4,0.17,-128.0
CA-2022-101242,2022-12-21,2022-12-26,Second Class,CUST-3389,Juan Perez,Home Office,Argentina,Córdoba,,56295,West,PROD-9158,Furniture,Tables,Tables 610,2628.24,7,0.1,627.13
CA-2019-101243,2019-10-23,2019-10-24,Second Class,CUST-6983,Carlos Ramirez,Consumer,Colombia,Bogotá,,40268,Central,PROD-2869,Technology,Phones,Phones 233,8846.36,9,0.07,2796.04
CA-2023-101244,2023-06-15,2023-06-16,Same Day,CUST-4770,Alejandro Robles,Consumer,Brazil,São Paulo,,18958,West,PROD-1029,Furniture,Furnishings,Furnishings 388,2603.82,5,0.02,626.58
CA-2019-101245,2019-06-23,2019-06-24,Second Class,CUST-7655,Sara Lopez,Home Office,Spain,Valencia,,53884,East,PROD-5767,Furniture,Furnishings,Furnishings 898,2425.82,7,0.14,-87.79
CA-2023-101246,2023-11-22,2023-11-25,First Class,CUST-7861,Luisa Morales,Corporate,Argentina,Rosario,,10357,West,PROD-2297,Office Supplies,Binders,Binders 410,460.29,9,0.06,41.51
CA-2019-101247,2019-03-18,2019-03-25,Standard Class,CUST-8167,Juan Perez,Consumer,Brazil,Brasília,,70977,North,PROD-6942,Office Supplies,Paper,Paper 299,199.04,7,0.25,22.87
CA-2024-101248,2024-02-27,2024-03-04,Same Day,CUST-1333,Juan Perez,Consumer,Colombia,Medellín,,70064,North,PROD-3562,Office Supplies,Paper,Paper 441,121.23,6,0.28,-15.91
CA-2019-101249,2019-11-15,2019-11-22,Standard Class,CUST-8660,Manuela Granados,Corporate,United States,Seattle,,76629,South,PROD-8905,Office Supplies,Envelopes,Envelopes 864,124.4,7,0.06,33.66
CA-2022-101250,2022-07-06,2022-07-09,Same Day,CUST-5684,Luisa Morales,Consumer,United States,Seattle,,97893,East,PROD-8854,Office Supplies,Binders,Binders 561,201.63,6,0.09,48.57
CA-2023-101251,2023-10-25,2023-10-31,Second Class,CUST-7098,Manuela Granados,Home Office,Brazil,Rio de Janeiro,,95504,East,PROD-9812,Technology,Phones,Phones 865,6902.64,6,0.02,1157.87
CA-2023-101252,2023-07-15,2023-07-22,Standard Class,CUST-3364,Carlos Ramirez,Consumer,Peru,Cusco,,29689,East,PROD-6516,Furniture,Chairs,Chairs 89,1110.97,6,0.29,-31.94
CA-2023-101253,2023-09-07,2023-09-08,Same Day,CUST-9501,Juan Perez,Home Office,Colombia,Bogotá,,90352,South,PROD-4411,Office Supplies,Paper,Paper 647,25.22,8,0.22,3.52
CA-2022-101254,2022-03-31,2022-04-05,First Class,CUST-3345,Alejandro Robles,Consumer,United States,Chicago,,26220,North,PROD-4005,Technology,Machines,Machines 340,3157.7,9,0.23,616.24
CA-2020-101255,2020-04-16,2020-04-22,First Class,CUST-9056,Maria Garcia,Home Office,Colombia,Cali,,31788,South,PROD-4111,Technology,Machines,Machines 690,7253.31,9,0.19,451.8
CA-2023-101256,2023-07-18,2023-07-22,Standard Class,CUST-8906,Manuela Granados,Corporate,Peru,Cusco,,73699,South,PROD-6359,Technology,Phones,Phones 435,2112.96,3,0.3,-380.08
CA-2019-101257,2019-03-27,2019-03-31,Same Day,CUST-9766,Manuela Granados,Home Office,Canada,Vancouver,,12594,East,PROD-2177,Furniture,Chairs,Chairs 255,987.92,2,0.27,142.04
CA-2022-101258,2022-08-23,2022-08-25,Standard Class,CUST-9995,David Charry,Consumer,Peru,Lima,,86990,West,PROD-3366,Office Supplies,Paper,Paper 80,86.03,3,0.12,17.85
CA-2020-101259,2020-12-04,2020-12-10,Same Day,CUST-7692,Manuela Granados,Consumer,Spain,Barcelona,,33333,South,PROD-3661,Furniture,Tables,Tables 931,1094.47,5,0.09,83.67
CA-2024-101260,2024-02-28,2024-03-04,Same Day,CUST-5698,David Charry,Corporate,Brazil,Brasília,,10794,Central,PROD-1364,Technology,Copiers,Copiers 950,1163.08,8,0.33,-250.77
CA-2023-101261,2023-01-22,2023-01-25,Standard Class,CUST-2842,Juan Perez,Corporate,Spain,Valencia,,37802,East,PROD-7244,Technology,Copiers,Copiers 327,481.35,7,0.28,-34.06
CA-2019-101262,2019-12-27,2019-12-28,Same Day,CUST-4557,Alejandro Robles,Corporate,Colombia,Medellín,,59939,East,PROD-1153,Furniture,Furnishings,Furnishings 582,649.61,1,0.16,99.08
CA-2023-101263,2023-11-24,2023-11-26,First Class,CUST-3886,Juan Perez,Corporate,Mexico,CDMX,,14158,South,PROD-6188,Furniture,Bookcases,Bookcases 826,1447.99,7,0.31,-33.04
CA-2020-101264,2020-03-09,2020-03-13,Standard Class,CUST-1597,Alejandro Robles,Consumer,Canada,Montreal,,40976,South,PROD-9356,Office Supplies,Storage,Storage 277,18.54,6,0.12,1.91
CA-2021-101265,2021-09-23,2021-09-26,Same Day,CUST-3030,Maria Garcia,Home Office,Mexico,CDMX,,65943,Central,PROD-7685,Technology,Accessories,Accessories 322,1723.27,4,0.11,408.87
